# TIER 2 — every factual assertion in the clause-5 surface that carries NEITHER a citation
# NOR a hedge, enumerated. UNEVIDENCED, never FALSE: many of these are certainly true.
# Scope of both citation and hedge is the containing BLOCK, so this is a FLOOR.
# columns: path:line-range <TAB> block-kind <TAB> sentence
corpus/architecture/alignment_testing.md:520-528	paragraph	Policy: all executable stack tooling — the `alignment/` harness, seeders, injection, and each mirror — lives in rosetta-extensions, built and tagged in the authoring copy, then consumed per-stack; it is never scattered in the rosetta corpus or authored ad-hoc inside a stack dir. rosetta stays a read-only doc corpus plus dev-env skills.
corpus/architecture/alignment_testing.md:542-542	paragraph	Stdlib-only Go (module `anthropos.dev/alignment`) — builds and runs offline.
corpus/architecture/architecture_overview.md:6-6	paragraph	This document provides a high-level overview of the Anthropos platform architecture.
corpus/architecture/architecture_overview.md:10-10	paragraph	Anthropos is a B2B SaaS skills intelligence platform that helps companies **map, verify, and develop skills** using AI-powered workplace simulations.
corpus/architecture/architecture_overview.md:21-21	bullet	**CMS**: **The content layer** — owns the authored content & definitions (skill paths, simulation blueprints, the library) by wrapping Directus, plus the embedded Studio-Room AI content generation pipeline (Python — pulled into the **`app`** image by CI since cms-in-app; it rode in the cms container before the merge)
corpus/architecture/architecture_overview.md:36-38	bullet	**Studio Services**: Specialized tools for content creation: *   **Studio-Desk**: Web app where creators design job simulations *   **Studio-Room**: AI pipeline that generates content from those designs.
corpus/architecture/architecture_overview.md:36-38	bullet	**Embedded inside the `app` (backend) image** since cms-in-app — it rode in the cms container before that, and was never a standalone deployment.
corpus/architecture/architecture_overview.md:41-41	bullet	**Frontend**: Next.js **16** applications deployed on Vercel
corpus/architecture/architecture_overview.md:60-60	bullet	**Database**: PostgreSQL RDS (Multi-AZ) with Ent ORM. **Not a schema per service** — `app` owns `public` and is the only repo with migrations; `sentinel` keeps its own schema; the `cms`/`jobsimulation`/`skillpath` **schemas** are legacy husks — non-authoritative leftovers, not services (see the Database Separation section below)
corpus/architecture/architecture_overview.md:61-61	bullet	**Cache/Streams**: Redis ElastiCache (caching, pub/sub, job queues via Watermill)
corpus/architecture/architecture_overview.md:62-63	bullet	**APIs**: GraphQL Federation v2 (WunderGraph Cosmo Router — **prod only**; local dev talks to `backend` directly), gRPC/Connect-RPC (internal), Protocol Buffers
corpus/architecture/architecture_overview.md:64-64	bullet	**Auth**: Clerk (identity) + Casbin (authorization with RBAC/ABAC via Sentinel)
corpus/architecture/architecture_overview.md:65-65	bullet	**CMS**: Directus (self-hosted, headless)
corpus/architecture/architecture_overview.md:66-66	bullet	**Infrastructure**: AWS ECS EC2 (EU-West-1 primary), Terraform IaC, Vercel (frontend)
corpus/architecture/architecture_overview.md:67-67	bullet	**CI/CD**: GitHub Actions with self-hosted EU runners; Tailscale VPN for private access
corpus/architecture/architecture_overview.md:68-68	bullet	**Monitoring**: CloudWatch, Better Stack, Sentry, PostHog
corpus/architecture/architecture_overview.md:78-78	bullet	**Studio Services**: Studio-Desk (TypeScript, runs natively or in `studio-desk` profile); Studio-Room is embedded in the **`app` (backend) image** since cms-in-app — it was in the cms container before the merge.
corpus/architecture/architecture_overview.md:79-79	bullet	**External Services**: Clerk, Directus, GraphQL (**prod only**), AI providers, LiveKit, AWS Chime
corpus/architecture/architecture_overview.md:81-81	bullet	**Production-only / not in local compose**: db-backup, archived Chronos/Intelligence
corpus/architecture/architecture_overview.md:83-83	paragraph	Services communicate via **Connect-RPC/HTTP** for synchronous operations and **Redis Streams** (via Watermill) for asynchronous messaging.
corpus/architecture/architecture_overview.md:164-164	table-row	| **PostgreSQL** *(always on)* | Third-party image | Data store (custom image with `pgvector`) | — |
corpus/architecture/architecture_overview.md:165-165	table-row	| **Redis** *(always on)* | Third-party image | Cache, pub/sub, job queues | — |
corpus/architecture/architecture_overview.md:232-232	table-row	| **colony** | Platform framework: logging+Sentry, DB/Redis helpers, GraphQL/RPC servers, middleware, pub/sub (Watermill); also contains `authn` |
corpus/architecture/architecture_overview.md:235-235	table-row	| **authn** | Clerk JWT authentication — now shipped **inside colony** as `colony/authn` (standalone repo is legacy) |
corpus/architecture/architecture_overview.md:285-285	bullet	**Asynchronous**: Redis Streams for event-driven messaging (via Watermill pub/sub library)
corpus/architecture/architecture_overview.md:288-288	bullet	**Primary**: GraphQL — **`backend` directly on a local stack** (`:8082/graphql/query`), via the Cosmo Router in prod.
corpus/architecture/architecture_overview.md:292-292	bullet	**Clerk**: SDK-based (frontend) + JWT middleware (backend via `authn` library)
corpus/architecture/architecture_overview.md:293-293	bullet	**Directus**: Proxied via the cms **domain** inside `backend` (business logic layer)
corpus/architecture/architecture_overview.md:377-379	paragraph	The platform uses **shared database, shared schema**, with `organization_id` on **org-scoped** tables (**not** on every table — the taxonomy and other global reference data carry none by design).
corpus/architecture/architecture_overview.md:402-402	bullet	**Identity**: Clerk JWT includes org context; sessions are org-scoped
corpus/architecture/architecture_overview.md:408-408	paragraph	The platform uses a **Code-First** approach to data management, relying on strictly typed schemas in Go.
corpus/architecture/architecture_overview.md:412-412	bullet	**Definition**: Schemas are defined in Go code within `internal/data/ent/schema` or `internal/ent/schema`.
corpus/architecture/architecture_overview.md:417-421	bullet	**Workflow**: 1. **Define**: Engineers modify Ent schemas in Go. 2. **Generate**: `make gen` runs Ent codegen to update the Go client. 3. **Migration Diff**: Atlas compares the Go schema against the migration directory to create a new `.sql` migration plan. 4. **Apply**: `atlas migrate apply` executes pending migrations against the target database.
corpus/architecture/architecture_overview.md:425-425	bullet	`backend` service → `public` schema (including the skills taxonomy + embeddings ported from the old `skiller` schema, and the skill-path runtime state in `public.skill_path_sessions` ported from the old `skillpath` schema; the legacy `skiller` + `skillpath` schemas are no longer authoritative)
corpus/architecture/architecture_overview.md:426-426	bullet	*(legacy)* `cms` schema → non-authoritative; the similarity + Studio tables moved to `public` with cms-in-app v8.0
corpus/architecture/architecture_overview.md:427-427	bullet	*(legacy)* `jobsimulation` schema → non-authoritative; the 23 session/run tables moved to `public` with jobsim-in-app
corpus/architecture/architecture_overview.md:428-428	bullet	*(decommissioned)* `skillpath` schema → an empty legacy husk; the skill-path runtime state moved to `public.skill_path_sessions` when the skillpath service merged into `app` (M502→M507)
corpus/architecture/architecture_overview.md:429-429	bullet	`sentinel` service → `sentinel` schema (created manually during setup; sentinel does not run migrations)
corpus/architecture/architecture_overview.md:430-430	bullet	`extensions` schema → houses `pgvector` extension (required by the skill/job-role embeddings, now owned by `backend`)
corpus/architecture/architecture_overview.md:432-433	paragraph	[!IMPORTANT] **Manual Setup Required**: The platform does *not* automatically apply migrations on startup (to prevent accidental production overrides).
corpus/architecture/architecture_overview.md:432-433	paragraph	Developers must run `atlas migrate apply` manually when setting up a fresh environment or pulling schema changes.
corpus/architecture/architecture_overview.md:437-437	bullet	**Cloud**: AWS ECS EC2 (EU-West-1 primary); Vercel for frontend
corpus/architecture/architecture_overview.md:440-440	bullet	**CI/CD**: GitHub Actions with self-hosted EU runners; Tailscale VPN for private subnet access; Git tags trigger deployments
corpus/architecture/architecture_overview.md:441-441	bullet	**Monitoring**: CloudWatch (metrics, dashboards, alarms), Sentry (errors, performance, cron monitoring), PostHog (analytics), Better Stack (incident escalation, uptime)
corpus/architecture/architecture_overview.md:442-442	bullet	**Backups**: Full DB backups every 6 hours to S3, Azure, and Hetzner (Germany); RDS point-in-time recovery
corpus/architecture/dependency_map.md:9-9	paragraph	Since the monolith merge most of this matrix collapsed: `skiller`, `skillpath`, `roadrunner`, `jobsimulation`, `cms`, `storage`, `messenger` and `customerio-sync` are all domains inside **Backend (`app`)**, so their edges are in-process calls, not dependencies.
corpus/architecture/dependency_map.md:9-9	paragraph	The rows below that are struck through have **no compose service at all**.
corpus/architecture/dependency_map.md:14-14	table-row	| **Sentinel** | - | Postgres |
corpus/architecture/dependency_map.md:17-17	table-row	| ~~**Skillpath**~~ | **Merged into `app`** ("skillpath-in-app", M502→M507) — the skill-path engine's dependencies (cms content by ID, the jobsimulation Redis Stream, Sentinel) are now `app`'s, in-process | *(no standalone service)* |
corpus/architecture/dependency_map.md:20-20	table-row	| **Gotenberg** | - | - (stateless conversion service) |
corpus/architecture/dependency_map.md:38-38	table-row	| **db-backup** | - | Postgres, **S3**, **Azure**, **Hetzner** |
corpus/architecture/dependency_map.md:46-46	table-row	| **colony** | All Go services (logging, DB, Redis, middleware, pub/sub); also bundles `authn` |
corpus/architecture/dependency_map.md:62-62	table-row	| `skillpath` | App | App | Session updated, chapters completed — both producer and consumer live inside app since the skillpath→app merge (stream name retained) |
corpus/architecture/dependency_map.md:63-63	table-row	| ~~`roadrunner`~~ | — | **no producer or consumer** — roadrunner is merged into app, which calls Judge0 synchronously | ~~`RoadrunnerSubmissionCompleted`~~ |
corpus/architecture/dependency_map.md:66-66	paragraph	Jobsimulation no longer has chronos as a dependency.
corpus/architecture/dependency_map.md:71-71	paragraph	`Frontend` -> `Backend` -> `Sentinel`
corpus/architecture/dependency_map.md:72-72	bullet	The Backend validates requests using Sentinel.
corpus/architecture/dependency_map.md:73-73	bullet	**Studio Desk** authenticates directly via **Clerk**.
corpus/architecture/dependency_map.md:76-76	paragraph	`Frontend` -> `Backend` (`app` — the **jobsimulation domain**, in-process; there is no jobsimulation service to reach)
corpus/architecture/dependency_map.md:77-77	bullet	The jobsimulation engine fetches the simulation **definition** (the `simulations` content/blueprint) from the cms domain by ID — in-process since cms-in-app.
corpus/architecture/dependency_map.md:79-79	bullet	Voice flows go through LiveKit; video recordings via AWS Chime SDK.
corpus/architecture/dependency_map.md:82-82	paragraph	`Frontend` -> `app` (cms domain) -> `Directus`   *(was `Frontend -> CMS -> Directus` before cms-in-app)*
corpus/architecture/dependency_map.md:83-83	bullet	The cms **domain inside `app`** acts as the gateway to Directus content — `Frontend -> app (cms domain) -> Directus`.
corpus/architecture/dependency_map.md:83-83	bullet	It was a separate `CMS` service until cms-in-app v8.0; the hop is in-process now.
corpus/architecture/dependency_map.md:86-86	paragraph	`Studio Desk` → `app` (cms domain) → (in-process) `Studio Room`   *(was `Studio Desk → CMS → Studio Room` before cms-in-app)*
corpus/architecture/dependency_map.md:87-88	bullet	**Studio-Desk** (TypeScript) creates blueprints, sent to the **cms domain inside `app`** as `StudioDocument` rows over `backend`'s GraphQL endpoint (`:8082/graphql/query`).
corpus/architecture/dependency_map.md:89-90	bullet	The **cms domain** (Go, `app/internal/cms/`) creates `StudioTask` records and dispatches generation work — an in-process hop since cms-in-app v8.0, not a service call.
corpus/architecture/dependency_map.md:91-91	bullet	**Studio-Room** (Python, embedded inside the **`app`** container since cms-in-app) executes the generation pipeline against AI providers (OpenAI, Azure OpenAI, Anthropic — **not** Mistral; see the table above).
corpus/architecture/dependency_map.md:92-92	bullet	Final content is persisted via the **cms domain** (in `app`); **Directus** is the underlying storage backend.
corpus/architecture/dependency_map.md:95-95	paragraph	`App (jobsimulation domain)` -> `Redis Stream` -> `App (skill-path engine, in-process)`
corpus/architecture/dependency_map.md:96-96	bullet	When a user completes a simulation, the **jobsimulation domain inside `app`** publishes an event — both ends of this stream have been the same process since jobsim-in-app; the stream survives because the *name* was retained, not because a second service does.
corpus/architecture/dependency_map.md:97-97	bullet	The **skill-path engine — now inside `app`** (merged from the standalone skillpath service, M502→M507) — subscribes to the Jobsimulation stream and updates step/chapter/path progress **state** (`SkillPathSession → ChapterSession → StepSession`, in `public.skill_path_sessions`) — it owns no content, only the per-user progression state.
corpus/architecture/dependency_map.md:98-98	bullet	The engine reads the skill-path **content** structure (chapters → steps it tracks against) from the **cms domain in-process** — it was a Connect-RPC call to the CMS service before the merge — and calls **Sentinel** for authorization, which is still a real network hop.
corpus/architecture/dependency_map.md:101-101	paragraph	`Backend (app)` → `Gotenberg`
corpus/architecture/dependency_map.md:103-103	bullet	`GOTENBERG_URL=http://gotenberg:3200` is injected via the backend's compose env.
corpus/architecture/external_services.md:6-6	paragraph	This document describes all external services and third-party integrations used by the Anthropos platform.
corpus/architecture/external_services.md:6-6	paragraph	These are services the platform **depends on** but does not directly maintain in the core codebase.
corpus/architecture/external_services.md:10-10	paragraph	The Anthropos platform integrates with **four key external services**:
corpus/architecture/external_services.md:12-12	bullet	**Clerk** - Handles all user authentication and organization management (SaaS)
corpus/architecture/external_services.md:13-13	bullet	**Directus** - Stores and manages platform content (self-hosted via Docker)
corpus/architecture/external_services.md:15-15	bullet	**AI Providers** - OpenAI, Anthropic, and Azure for intelligent features
corpus/architecture/external_services.md:45-45	paragraph	Clerk is integrated across **all user-facing applications**:
corpus/architecture/external_services.md:73-73	paragraph	**Sentinel Service**:
corpus/architecture/external_services.md:74-74	bullet	Acts as the centralized **authorization** service (Casbin RBAC/ABAC)
corpus/architecture/external_services.md:75-75	bullet	Does NOT perform authentication and does NOT validate Clerk tokens — JWT validation is done in each consuming service via the shared `authn` library (now `colony/authn`)
corpus/architecture/external_services.md:78-78	paragraph	**Other Backend Services**:
corpus/architecture/external_services.md:81-81	bullet	Trust Sentinel's authorization decisions
corpus/architecture/external_services.md:91-91	paragraph	Clerk webhooks sync user and organization data to your local database.
corpus/architecture/external_services.md:91-91	paragraph	Without working webhooks, users created in Clerk won't appear locally.
corpus/architecture/external_services.md:99-99	paragraph	Then configure the webhook URL in Clerk Dashboard pointing to `https://<your-url>/api/webhook/clerk`.
corpus/architecture/external_services.md:102-102	bullet	Full localtunnel setup with Clerk configuration
corpus/architecture/external_services.md:103-103	bullet	More reliable alternatives (ngrok, Tailscale Funnel)
corpus/architecture/external_services.md:113-113	bullet	Clerk handles **GDPR compliance** and secure password storage
corpus/architecture/external_services.md:124-124	table-row	| **Type** | Self-hosted Headless CMS (lives in **production**) |
corpus/architecture/external_services.md:125-125	table-row	| **Address** | `https://content.anthropos.work` (the prod public instance) |
corpus/architecture/external_services.md:126-126	table-row	| **Purpose** | Content storage, media management, CMS |
corpus/architecture/external_services.md:159-159	bullet	**Headless CMS**: Manage content via REST/GraphQL APIs
corpus/architecture/external_services.md:160-160	bullet	**Database Abstraction**: Works directly with PostgreSQL
corpus/architecture/external_services.md:224-225	paragraph	**The cms domain inside `backend` acts as a smart proxy** between applications and Directus (it was the standalone CMS Service until cms-in-app folded it into `app`):
corpus/architecture/external_services.md:227-227	bullet	**Frontend/Studio-Desk** → GraphQL request to `backend:8082/graphql/query`
corpus/architecture/external_services.md:228-228	bullet	**cms domain** (`app/internal/cms/directus/`) → Translates to Directus API call
corpus/architecture/external_services.md:229-229	bullet	**Directus** → Queries PostgreSQL
corpus/architecture/external_services.md:230-230	bullet	**cms domain** ← Adds business logic, caching
corpus/architecture/external_services.md:231-231	bullet	**Frontend/Studio-Desk** ← Returns enriched data
corpus/architecture/external_services.md:236-236	bullet	Abstract Directus implementation details
corpus/architecture/external_services.md:237-237	bullet	Easier to migrate CMS in the future
corpus/architecture/external_services.md:273-273	paragraph	Directus uses a **dedicated PostgreSQL schema**:
corpus/architecture/external_services.md:280-280	bullet	`directus_files`: Media and file metadata
corpus/architecture/external_services.md:281-281	bullet	`directus_folders`: File organization
corpus/architecture/external_services.md:282-282	bullet	`directus_users`: CMS admin users (separate from Clerk)
corpus/architecture/external_services.md:287-291	paragraph	**Local Development**: there is no local Directus and no local uploads directory in the default posture.
corpus/architecture/external_services.md:287-291	paragraph	Image bytes are served from the **asset plane** — prod's anonymous public `<DIRECTUS_PUBLIC_BASE_ADDR>/assets/<uuid>` links, which browsers fetch token-less (now `app/internal/cms/directus/`).
corpus/architecture/external_services.md:287-291	paragraph	Even when the v1.5 local tooling serves the *data plane* (catalog rows) from a per-stack Directus, the *asset plane* stays on prod's public links so images stay real — no blob bytes are copied locally.
corpus/architecture/external_services.md:295-295	bullet	Directus handles upload to S3 automatically
corpus/architecture/external_services.md:308-308	paragraph	The cms domain connects to Directus via:
corpus/architecture/external_services.md:316-316	paragraph	**Code Integration** (`app/internal/cms/directus/`, compiled into `backend`):
corpus/architecture/external_services.md:334-336	paragraph	In the **default posture there is no local Directus to log into** — content comes from the production instance, which developers don't administer locally.
corpus/architecture/external_services.md:334-336	paragraph	There is no `localhost:8055` admin and **no `admin@example.com` / `password` login** (that earlier claim was tied to the fictional compose service above).
corpus/architecture/external_services.md:343-343	bullet	**Admin UI / REST / GraphQL**: `http://localhost:<offset-8055>/` , `…/items/{collection}` , `…/graphql`
corpus/architecture/external_services.md:347-347	paragraph	Directus can trigger webhooks on content changes:
corpus/architecture/external_services.md:350-350	bullet	Invalidate CMS service cache when content updates
corpus/architecture/external_services.md:354-354	paragraph	**Configuration**: Set up in Directus admin UI under Settings → Webhooks
corpus/architecture/external_services.md:366-366	table-row	| **Composition tool** | `wgc@0.104.0` (WunderGraph Cosmo CLI) — runs at Docker build time |
corpus/architecture/external_services.md:369-369	table-row	| **Repository** | `git@github.com:anthropos-work/graphql-wundergraph` |
corpus/architecture/external_services.md:373-373	bullet	**Federation v2**: Composes **one** subgraph — `backend`.
corpus/architecture/external_services.md:373-373	bullet	The count, read straight off `supergraph-config-prod.yaml` at each commit (`git show <sha>:supergraph-config-prod.yaml`):
corpus/architecture/external_services.md:377-377	table-row	| `749dc86~1` | — | **5** | `backend`, `skiller`, `jobsimulation`, `cms`, `skillpath` |
corpus/architecture/external_services.md:386-386	paragraph	The supergraph config now lists a single entry pointing at `http://backend.internal.anthropos:8080/graphql/query`, `schemas/` holds `backend.graphqls` alone, and `subgraphs.conf` tracks a single `BACKEND=v1.360.0` pin.
corpus/architecture/external_services.md:389-389	bullet	**Playground** at `/graphql` for local development
corpus/architecture/external_services.md:422-422	bullet	backend
corpus/architecture/external_services.md:423-423	bullet	jobsimulation
corpus/architecture/external_services.md:424-424	bullet	cms
corpus/architecture/external_services.md:425-425	bullet	storage
corpus/architecture/external_services.md:439-439	paragraph	The composed `config.json` is generated at image build time, so **any** subgraph SDL change means rebuilding the gateway.
corpus/architecture/external_services.md:459-459	paragraph	The gateway's `Dockerfile.dev` does multi-stage composition with the WunderGraph CLI — **as the archived repo still has it**, post-fold:
corpus/architecture/external_services.md:475-475	paragraph	The composed `config.json` is then served by the Cosmo router binary at runtime.
corpus/architecture/external_services.md:483-483	table-row	| backend | `http://backend:8082/graphql/query` — **the only one left** |
corpus/architecture/external_services.md:495-495	paragraph	Composition is **build-time and static** (the supergraph `config.json` is baked into the image; the router does not live-introspect subgraphs), so adding/changing a subgraph requires a rebuild + restart.
corpus/architecture/external_services.md:503-503	paragraph	**Next.js Apps**:
corpus/architecture/external_services.md:519-519	paragraph	**Studio-Desk**:
corpus/architecture/external_services.md:531-531	paragraph	Access GraphQL playground at:
corpus/architecture/external_services.md:538-538	bullet	Query **and mutation** testing (there is no `type Subscription` in `backend.graphqls` — see *What the gateway provides* above, so there is no subscription tab to exercise)
corpus/architecture/external_services.md:543-543	paragraph	When backend services add new GraphQL types or operations:
corpus/architecture/external_services.md:545-545	bullet	**Backend service** updates its GraphQL schema
corpus/architecture/external_services.md:546-546	bullet	~~**Restart Wundergraph**: `docker compose restart graphql`~~ — there is no `graphql` service locally any more; restart `backend`
corpus/architecture/external_services.md:547-547	bullet	**Studio-Desk**: Run `npm run codegen` to regenerate types
corpus/architecture/external_services.md:548-548	bullet	**Next.js apps**: Regenerate clients as needed
corpus/architecture/external_services.md:562-562	table-row	| **Azure OpenAI (EU)** | `vendor = Azure` from the caller | Jobsimulation domain, Backend (app — merged skiller domain), cms domain, Studio | GPT-5.x, GPT-4.1 for simulations and content |
corpus/architecture/external_services.md:563-563	table-row	| **Azure OpenAI (US)** | `vendor = Azure` **+ PostHog `flag_use_azure_us`** | same as above | The EU deployment's US twin — a flag flip, not a failure fallback |
corpus/architecture/external_services.md:583-587	bullet	**The caller picks the vendor.** `ChatCompletion` / `Response` take a `vendor AIVendor` argument and hand it to `getClient` (`:259-289`).
corpus/architecture/external_services.md:583-587	bullet	The four vendors are consts at `:30-33` — `azure`, `openai`, `anthropic-aws`, `anthropic`.
corpus/architecture/external_services.md:583-587	bullet	**When the authored content names no vendor, the caller's own default is `openai`** — that default lives in the cms content layer, not here; see the residency note below.
corpus/architecture/external_services.md:588-590	bullet	**`Azure` is EU by default**, swapped to the US deployment only when the PostHog flag `flag_use_azure_us` evaluates true (`:264-276`); if the flag lookup errors, the code logs and **keeps the EU client**.
corpus/architecture/external_services.md:591-592	bullet	**`AnthropicAws` and `Anthropic` both return `a.anthropicClient`** (`:280-283`) — the Bedrock client.
corpus/architecture/external_services.md:591-592	bullet	There is **no US-direct Anthropic branch** in this manager.
corpus/architecture/external_services.md:593-596	bullet	**The one automatic fallback is 429-only.** `isThrottlingError` matches an HTTP 429 from the OpenAI or Anthropic SDK (`:130-141`); the retry wrapper then sets `vendor = Openai` on the next attempt (`:150-155`, mirrored at `:296-302`/`:326`), i.e. **direct US OpenAI**.
corpus/architecture/external_services.md:609-609	bullet	the `flag_use_azure_us` PostHog flag;
corpus/architecture/external_services.md:610-610	bullet	the 429 retry, which switches to direct OpenAI **without** trying another EU provider first;
corpus/architecture/external_services.md:654-654	paragraph	AI services are configured via environment variables in `platform/.env`:
corpus/architecture/external_services.md:681-684	bullet	**Simulation Engine** (Jobsimulation): - AI-powered conversations (voice + chat) with configurable model per simulation - Voice calls via **LiveKit + GPT Realtime** agents - Document analysis and code evaluation
corpus/architecture/external_services.md:686-689	bullet	**Skills Matching** (Backend `app` — merged skiller domain): - Embeddings (Text Embedding 3 Small) over the taxonomy — `public.skill_embeddings` and `public.job_role_embeddings` - RAG for job role matching
corpus/architecture/external_services.md:706-709	bullet	**Studio-Desk Copilot**: - Uses a configurable multi-provider chain (Azure OpenAI / OpenAI / Anthropic) via backend proxy, with tier-based model selection and circuit-breaker failover (`AI_PROVIDER_CHAIN`, default `azure-openai,openai`) - Supports streaming responses for real-time interaction - Default models: `gpt-5.2` (OpenAI/Azure) or `claude-sonnet-4-5` / `claude-opus-4-5` (Anthropic)
corpus/architecture/external_services.md:725-725	table-row	| **Integration** | Jobsimulation service |
corpus/architecture/external_services.md:741-741	table-row	| **Integration** | Jobsimulation service |
corpus/architecture/external_services.md:743-743	paragraph	AWS Chime SDK captures the full simulation session (camera, screensharing, microphone) as a composited MP4 grid view.
corpus/architecture/external_services.md:743-743	paragraph	This runs in parallel with LiveKit's audio-only recording.
corpus/architecture/external_services.md:750-750	bullet	**Clerk**: `clerk.com` (free tier available)
corpus/architecture/external_services.md:766-766	paragraph	**For Next.js Apps**:
corpus/architecture/external_services.md:775-775	paragraph	**For Studio-Desk**:
corpus/architecture/external_services.md:782-782	paragraph	**For the cms domain (set on `backend`, which hosts it)**:
corpus/architecture/external_services.md:794-794	bullet	Configure production URLs in Clerk dashboard
corpus/architecture/external_services.md:800-800	bullet	Configure S3 for file storage
corpus/architecture/external_services.md:806-806	bullet	Configure production backend service URLs
corpus/architecture/external_services.md:827-827	paragraph	**"Cannot connect to Directus"** (default posture — reading prod):
corpus/architecture/external_services.md:828-830	bullet	**`backend`** reads Directus **live from prod** (the fetch is `app/internal/cms/directus/` running inside the `backend` container since cms-in-app); there is no local `directus` container to `ps`.
corpus/architecture/external_services.md:834-834	paragraph	**"Cannot connect to Directus"** (when running the local tooling, `--local-content` / demo):
corpus/architecture/external_services.md:848-848	paragraph	**"GraphQL endpoint not responding"**:
corpus/architecture/frontend_architecture.md:3-3	paragraph	This document outlines the architecture of the Anthropos **main customer-facing frontend** (`next-web-app`), organized as a **Monorepo** using **Turborepo** and **pnpm** workspaces.
corpus/architecture/frontend_architecture.md:21-21	table-row	| **Web** | `apps/web` | 3000 | Main user-facing app (dashboard, simulations, skill paths, onboarding, "Talk to Data" UI) |
corpus/architecture/frontend_architecture.md:24-24	table-row	| **Mobile** | `apps/mobile` | 3031 (Expo) | Expo / React Native mobile app — **paused PoC**; **excluded** from the pnpm workspace (`!apps/mobile` in `pnpm-workspace.yaml`), so not installed/built by `pnpm install` / `turbo dev` by default |
corpus/architecture/frontend_architecture.md:31-31	table-row	Recent work: `SkillCard` mini-card, `SkillCardCallout`, onboarding `SkillsRefinement` cluster card. |
corpus/architecture/frontend_architecture.md:32-32	table-row	| **GraphQL** | `packages/graphql` | Shared GraphQL definitions, generated hooks, and types.
corpus/architecture/frontend_architecture.md:32-32	table-row	Populated by `pnpm codegen` against the supergraph — which is now the single `backend` subgraph, served locally by `backend` itself. |
corpus/architecture/frontend_architecture.md:53-53	bullet	**Used For**: Content retrieval (via **CMS**), Simulation state, and aggregated data.
corpus/architecture/frontend_architecture.md:54-54	bullet	**Implementation**: `packages/graphql` contains the generated types and hooks.
corpus/architecture/frontend_architecture.md:55-55	bullet	**Code Generation**: Uses `graphql-codegen` to read the supergraph schema from the federated GraphQL endpoint (`backend` at `:8082/graphql/query` locally; the Cosmo Router at `:8080/graphql` in prod) and emits typed GraphQL documents into `packages/graphql/src/__generated__` via the client-preset (documents sourced from `src/query/**`).
corpus/architecture/frontend_architecture.md:61-61	bullet	**Package Manager**: pnpm 10.x (`packageManager: "pnpm@10.30.3"`)
corpus/architecture/frontend_architecture.md:62-62	bullet	**Node**: **v24+ required** (`engines.node: ">=24.0.0"` in `package.json`)
corpus/architecture/frontend_architecture.md:79-79	paragraph	Older Node will fail with `WARN Unsupported engine` and pnpm will refuse to wipe `node_modules` in non-TTY shells (`ERR_PNPM_ABORTED_REMOVE_MODULES_DIR_NO_TTY`).
corpus/architecture/frontend_architecture.md:83-83	paragraph	To run a specific app:
corpus/architecture/frontend_architecture.md:93-93	paragraph	GraphQL types are regenerated from the upstream subgraph schemas:
corpus/architecture/frontend_architecture.md:115-115	bullet	**Talk to Data**: SSE-streaming Q&A UI (counterpart to backend's `ask`/`askengine`)
corpus/architecture/platform-migration-status.md:51-51	table-row	| `running_but_unfederated` | the container still starts, but it owns no schema and is not a subgraph — a **husk**, not a service |
corpus/architecture/platform-migration-status.md:106-106	table-row	| `colony` | library | library | no | private Go module (framework + `colony/authn`); pulled at Docker build via `GH_PAT`/`GOPRIVATE`, never cloned by `make init` |
corpus/architecture/platform-migration-status.md:108-108	table-row	| `ai` | library | library | no | private Go module — the multi-provider `ai.AI` wrapper |
corpus/architecture/platform-migration-status.md:142-142	table-row	| `kb-certifications-iso27001` | 2026-07-07 | compliance KB; `security_compliance.md` cites no ISO-27001 programme |
corpus/architecture/platform-migration-status.md:143-143	table-row	| `livekit-agent-chain` | 2026-07-03 | one of **five** LiveKit agent repos.
corpus/architecture/platform-migration-status.md:143-143	table-row	`ai_architecture.md` documents the LiveKit *engine* and **none** of the agents |
corpus/architecture/platform-migration-status.md:154-154	table-row	| `transcoder` | 2025-11-11 | media transcoding — adjacent to `media-substrate-spec.md`'s Bunny.net path |
corpus/architecture/platform-migration-status.md:161-164	paragraph	**`auth` is not on this list, deliberately.** iter-01 measured it as a 3-commit, 8-hour spike marked *"Not yet deployed"*, with all human activity stopped 2026-06-18 and BetterAuth a dependency of nothing in the org. **Clerk is not being replaced.** Recording that here is the point: the scary-looking repo was measured, and the measurement is the deliverable.
corpus/architecture/platform-migration-status.md:206-206	table-row	Re-check at each platform ref bump |
corpus/architecture/platform-migration-status.md:212-216	paragraph	It moved again at M257x iter-102 (22/69 → **25/70**), because repairing the messenger row's cross-process claim added four citations.
corpus/architecture/security_compliance.md:3-3	paragraph	This document describes the security architecture, data protection measures, and compliance posture of the Anthropos platform.
corpus/architecture/security_compliance.md:14-14	bullet	No direct SSH to production; all access via Tailscale VPN
corpus/architecture/security_compliance.md:36-36	bullet	**Data subnets**: PostgreSQL RDS, Redis ElastiCache
corpus/architecture/security_compliance.md:40-40	bullet	**Tailscale VPN** for dev team and GitHub Actions self-hosted runners
corpus/architecture/security_compliance.md:55-55	bullet	Encryption enabled by default on all storage
corpus/architecture/security_compliance.md:146-146	bullet	Org-scoped tables carry an `organization_id` column
